STD_Lock,1,6139877798
TBB,1,7319713507
WFC_Laborde 4,1,24589174665
WFC_Laborde 8,1,16523906165
LibCDS_Feldman 4,1,16186334752
LibCDS_Feldman 8,1,13391913155
LibCDS_Michael 1,1,13537324332
Xenium_Michael,1,14901925999
LibCDS_SplitOrdered 1,1,23447650502
STD_Lock,4,16519363122
TBB,4,2813941142
WFC_Laborde 4,4,8948455434
WFC_Laborde 8,4,6410651544
LibCDS_Feldman 4,4,4444484156
LibCDS_Feldman 8,4,3876466443
LibCDS_Michael 1,4,3968227109
Xenium_Michael,4,4080588096
LibCDS_SplitOrdered 1,4,6836512981
STD_Lock,8,17451592233
TBB,8,1638193767
WFC_Laborde 4,8,4777031985
WFC_Laborde 8,8,3106204328
LibCDS_Feldman 4,8,2263125923
LibCDS_Feldman 8,8,1920802695
LibCDS_Michael 1,8,1960266611
Xenium_Michael,8,2032462863
LibCDS_SplitOrdered 1,8,3471420782
STD_Lock,16,17569849526
TBB,16,873965778
WFC_Laborde 4,16,2602936639
WFC_Laborde 8,16,1909300824
LibCDS_Feldman 4,16,1156832838
LibCDS_Feldman 8,16,951118477
LibCDS_Michael 1,16,1087100038
Xenium_Michael,16,1046456543
LibCDS_SplitOrdered 1,16,1755199655
STD_Lock,32,16865907133
TBB,32,478616302
WFC_Laborde 4,32,1596234411
WFC_Laborde 8,32,1470326673
LibCDS_Feldman 4,32,670628746
LibCDS_Feldman 8,32,556359714
LibCDS_Michael 1,32,599747974
Xenium_Michael,32,611585423
LibCDS_SplitOrdered 1,32,1018974183
