STD_Lock,1,3216081244
TBB,1,4369416096
WFC_Laborde 4,1,11950775997
WFC_Laborde 8,1,8439010886
LibCDS_Feldman 4,1,9937232061
LibCDS_Feldman 8,1,8566887286
Xenium_Michael,1,13158782814
LibCDS_Michael 1,1,9300011342
LibCDS_SplitOrdered 1,1,18888733058
STD_Lock,4,11296348681
TBB,4,2067331512
WFC_Laborde 4,4,5807026141
WFC_Laborde 8,4,4115101886
LibCDS_Feldman 4,4,2969642798
LibCDS_Feldman 8,4,2399892241
Xenium_Michael,4,3963630328
LibCDS_Michael 1,4,2739301274
LibCDS_SplitOrdered 1,4,5259596908
STD_Lock,8,13279684424
TBB,8,903193044
WFC_Laborde 4,8,3088388182
WFC_Laborde 8,8,2296458928
LibCDS_Feldman 4,8,1520460492
LibCDS_Feldman 8,8,1261846276
Xenium_Michael,8,1922936098
LibCDS_Michael 1,8,1423084355
LibCDS_SplitOrdered 1,8,2547242691
STD_Lock,16,12076565017
TBB,16,495913780
WFC_Laborde 4,16,1913440419
WFC_Laborde 8,16,1272852045
LibCDS_Feldman 4,16,929221943
LibCDS_Feldman 8,16,803065590
Xenium_Michael,16,1129280255
LibCDS_Michael 1,16,861131606
LibCDS_SplitOrdered 1,16,1490272185
STD_Lock,32,12220451436
TBB,32,332428003
WFC_Laborde 4,32,1582608287
WFC_Laborde 8,32,1398681953
LibCDS_Feldman 4,32,598110088
LibCDS_Feldman 8,32,442687773
Xenium_Michael,32,683667895
LibCDS_Michael 1,32,533052789
LibCDS_SplitOrdered 1,32,927756631
STD_Lock,1,3214993008
TBB,1,4369468034
WFC_Laborde 4,1,11945029123
WFC_Laborde 8,1,8440523299
LibCDS_Feldman 4,1,9936069709
LibCDS_Feldman 8,1,8566543899
Xenium_Michael,1,13158620008
LibCDS_Michael 1,1,9297669294
LibCDS_SplitOrdered 1,1,18890915988
STD_Lock,4,11494251767
TBB,4,2105823721
WFC_Laborde 4,4,5225929187
WFC_Laborde 8,4,4095442329
LibCDS_Feldman 4,4,2906334491
LibCDS_Feldman 8,4,2527081338
Xenium_Michael,4,3889197420
LibCDS_Michael 1,4,2652982243
LibCDS_SplitOrdered 1,4,5217051624
STD_Lock,8,12438365338
TBB,8,971949250
WFC_Laborde 4,8,3103924844
WFC_Laborde 8,8,2176807979
LibCDS_Feldman 4,8,1576001338
LibCDS_Feldman 8,8,1296902902
Xenium_Michael,8,1944712907
LibCDS_Michael 1,8,1514159712
LibCDS_SplitOrdered 1,8,2627410101
STD_Lock,16,11944781155
TBB,16,547063739
WFC_Laborde 4,16,1950954297
WFC_Laborde 8,16,1470580696
LibCDS_Feldman 4,16,930350085
LibCDS_Feldman 8,16,802958744
Xenium_Michael,16,1152976520
LibCDS_Michael 1,16,878317750
LibCDS_SplitOrdered 1,16,1471667131
STD_Lock,32,13506703032
TBB,32,357527001
WFC_Laborde 8,32,1374424206
LibCDS_Feldman 4,32,574969633
LibCDS_Feldman 8,32,451487958
Xenium_Michael,32,681864351
LibCDS_Michael 1,32,529384290
LibCDS_SplitOrdered 1,32,933448732
STD_Lock,1,3216053683
TBB,1,4368724799
WFC_Laborde 4,1,11947298282
WFC_Laborde 8,1,8439419033
LibCDS_Feldman 4,1,9935702279
LibCDS_Feldman 8,1,8566352916
Xenium_Michael,1,13165543323
LibCDS_Michael 1,1,9296521585
LibCDS_SplitOrdered 1,1,18886425743
STD_Lock,4,10355596205
TBB,4,1954815872
WFC_Laborde 4,4,5190220274
WFC_Laborde 8,4,4180230833
LibCDS_Feldman 4,4,2854603949
LibCDS_Feldman 8,4,2581008681
Xenium_Michael,4,3906048501
LibCDS_Michael 1,4,2739954557
LibCDS_SplitOrdered 1,4,5151069238
STD_Lock,8,13044211119
TBB,8,920617717
WFC_Laborde 4,8,3032047405
WFC_Laborde 8,8,2217838770
LibCDS_Feldman 4,8,1587010673
LibCDS_Feldman 8,8,1276612394
Xenium_Michael,8,1909000999
LibCDS_Michael 1,8,1391684367
LibCDS_SplitOrdered 1,8,2603042003
STD_Lock,16,11777072170
TBB,16,518164823
WFC_Laborde 4,16,1971248497
WFC_Laborde 8,16,1417427924
LibCDS_Feldman 4,16,964617557
LibCDS_Feldman 8,16,770808397
Xenium_Michael,16,1181242385
LibCDS_Michael 1,16,886574084
LibCDS_SplitOrdered 1,16,1430944373
STD_Lock,32,12318122536
TBB,32,371630050
WFC_Laborde 4,32,1508889914
WFC_Laborde 8,32,1468502662
LibCDS_Feldman 4,32,595679405
LibCDS_Feldman 8,32,460092308
Xenium_Michael,32,693520068
LibCDS_Michael 1,32,503348335
LibCDS_SplitOrdered 1,32,882389805
STD_Lock,1,3215388630
TBB,1,4367453904
WFC_Laborde 4,1,11947012825
WFC_Laborde 8,1,8449455030
LibCDS_Feldman 4,1,9936915940
LibCDS_Feldman 8,1,8573589710
Xenium_Michael,1,13157995318
LibCDS_Michael 1,1,9300003528
LibCDS_SplitOrdered 1,1,18888045209
